geom,id,name,coordinates,totaldocks,docksavailable,bikesavailable,classicbikesavailable,smartbikesavailable,electricbikesavailable,rewardbikesavailable,rewarddocksavailable,kioskstatus,kioskpublicstatus,kioskconnectionstatus,kiosktype,addressstreet,addresscity,addressstate,addresszipcode,bikes,closetime,eventend,eventstart,iseventbased,isvirtual,kioskid,notes,opentime,publictext,timezone,trikesavailable,latitude,longitude,newcolname
POINT(-75.17088 39.98004),3123,22nd & Cecil B. Moore,"{-75.17088,39.98004}",19,10,8,8,0,0,8,11,FullService,Active,Active,1,1637 N. 22nd Street,Philadelphia,PA,19121,"{""{ \""dockNumber\"": 1, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 4, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 6, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 8, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }"",""{ \""dockNumber\"": 11, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 13, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 15, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 17, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 18, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }""}",,,,false,false,3123,,,Touchscreen temporarily unavailable. Please use your Indego key to check out a bike.,,0,39.98004,-75.17088,
POINT(-75.13954 39.95362),3124,Race Street Pier,"{-75.13954,39.95362}",23,15,7,6,0,1,7,16,FullService,Active,Active,1,190 N Christopher Columbus Blvd (approx.),Philadelphia,PA,19106,"{""{ \""dockNumber\"": 2, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 3, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }"",""{ \""dockNumber\"": 4, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 6, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 12, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 16, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 20, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 23, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }""}",,,,false,false,3124,,,,,0,39.95362,-75.13954,
POINT(-75.16735 39.94391),3125,15th & South,"{-75.16735,39.94391}",19,12,4,3,0,1,4,14,FullService,Active,Active,1,1505 South St. ,Philadelphia ,PA,19146,"{""{ \""dockNumber\"": 1, \""isElectric\"": true, \""isAvailable\"": false, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 3, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 4, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 6, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 17, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }"",""{ \""dockNumber\"": 18, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 19, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }""}",,,,false,false,3125,,,,,0,39.94391,-75.16735,
POINT(-75.17021 39.92884),3150,"15th & Castle, DiSilvestro Playground","{-75.17021,39.92884}",17,6,6,2,0,4,6,9,FullService,Active,Active,1,1487 Castle Street,Philadelphia,PA,19145,"{""{ \""dockNumber\"": 1, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }"",""{ \""dockNumber\"": 2, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 5, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 6, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }"",""{ \""dockNumber\"": 8, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 9, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 10, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 13, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 15, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }"",""{ \""dockNumber\"": 16, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }"",""{ \""dockNumber\"": 17, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }""}",,,,false,false,3150,,,,,0,39.92884,-75.17021,
POINT(-75.20286 39.94993),3152,"40th & Baltimore, Trolley Portal","{-75.20286,39.94993}",17,16,1,1,0,0,1,16,FullService,Active,Active,1,"3960 Baltimore Ave,",Philadelphia,PA,19104,"{""{ \""dockNumber\"": 12, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }""}",,,,false,false,3152,,,,,0,39.94993,-75.20286,
POINT(-75.12994 39.97216),3153,"Thompson & Palmer, Adaire School","{-75.12994,39.97216}",11,5,6,5,0,1,6,5,FullService,Active,Active,1,448 East Thompson Street,Philadelphia,PA,19125,"{""{ \""dockNumber\"": 1, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 4, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 6, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 8, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 10, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 11, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }""}",,,,false,false,3153,,,,,0,39.97216,-75.12994,
POINT(-75.15821 39.95924),3154,12th & Callowhill,"{-75.15821,39.95924}",19,13,4,4,0,0,4,15,FullService,Active,Active,1,403 N. 12th Street,Philadelphia,PA,19123,"{""{ \""dockNumber\"": 2, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 4, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 7, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 11, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }"",""{ \""dockNumber\"": 13, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }"",""{ \""dockNumber\"": 15, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }""}",,,,false,false,3154,,,,,0,39.95924,-75.15821,
POINT(-75.16991 39.94892),3190,17th & Locust,"{-75.16991,39.94892}",30,24,4,2,0,2,4,25,FullService,Active,Active,1,1700 Locust Street,Philadelphia,PA,19103,"{""{ \""dockNumber\"": 1, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }"",""{ \""dockNumber\"": 3, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 6, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 7, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 13, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 15, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }""}",,,,false,false,3190,,,,,0,39.94892,-75.16991,
POINT(-75.15442 39.94018),3155,7th & Fitzwater,"{-75.15442,39.94018}",18,8,8,8,0,0,10,8,FullService,Active,Active,1,736 S. 7th St.,Philadelphia,PA,19147,"{""{ \""dockNumber\"": 1, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 2, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 3, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 4, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 5, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 10, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }"",""{ \""dockNumber\"": 11, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 15, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }"",""{ \""dockNumber\"": 16, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 17, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }""}",,,,false,false,3155,,,,,0,39.94018,-75.15442,
POINT(-75.15954 39.92545),3157,"8th & Mifflin, Bok Building","{-75.15954,39.92545}",18,1,17,16,0,1,17,1,FullService,Active,Active,1,808 Mifflin St.,Philadelphia,PA,19148,"{""{ \""dockNumber\"": 1, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 2, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 3, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 4, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 5, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 6, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 7, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 8, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 10, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 11, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 12, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 13, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 14, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 15, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 16, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 17, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 18, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }""}",,,,false,false,3157,,,,,0,39.92545,-75.15954,
POINT(-75.16904 39.92552),3158,Broad & Passyunk ,"{-75.16904,39.92552}",16,8,7,7,0,0,7,9,FullService,Active,Active,1,1384 McKean Street,Philadelphia,PA,19148,"{""{ \""dockNumber\"": 2, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 4, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 7, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }"",""{ \""dockNumber\"": 9, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 10, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 12, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 14, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 16, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }""}",,,,false,false,3158,,,,,0,39.92552,-75.16904,
POINT(-75.19862 39.95662),3160,38th & Market,"{-75.19862,39.95662}",40,32,7,5,0,1,7,32,FullService,Active,Active,1,3810 Market St.,Philadelphia,PA,19104,"{""{ \""dockNumber\"": 4, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }"",""{ \""dockNumber\"": 9, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 15, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 31, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 35, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 37, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 39, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.25 }"",""{ \""dockNumber\"": 40, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }""}",,,,false,false,3160,,,,,0,39.95662,-75.19862,
POINT(-75.18091 39.95486),3161,30th Street Station East,"{-75.18091,39.95486}",23,19,4,3,0,1,4,19,FullService,Active,Active,1,Market & Schuylkill Ave,Philadelphia,PA,19104,"{""{ \""dockNumber\"": 2, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 4, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 8, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 19, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.80000000000000004 }""}",,,,false,false,3161,,,,,0,39.95486,-75.18091,
POINT(-75.18475 39.94595),3162,27th & South,"{-75.18475,39.94595}",34,25,6,5,0,1,6,25,FullService,Active,Active,1,630 Schuylkill Ave,Philadelphia,PA,19146,"{""{ \""dockNumber\"": 6, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 7, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 9, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 10, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 26, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }"",""{ \""dockNumber\"": 29, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 30, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }"",""{ \""dockNumber\"": 31, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 34, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }""}",,,,false,false,3162,,,,,0,39.94595,-75.18475,
POINT(-75.18097 39.94974),3163,25th & Locust,"{-75.18097,39.94974}",21,11,8,8,0,0,8,13,FullService,Active,Active,1,229 S. 25th Street ,Philadelphia,PA,19122,"{""{ \""dockNumber\"": 3, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 4, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 6, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 8, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 13, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 16, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }"",""{ \""dockNumber\"": 17, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 19, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }"",""{ \""dockNumber\"": 20, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 21, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }""}",,,,false,false,3163,,,,,0,39.94974,-75.18097,
POINT(-75.16515 39.92814),3164,12th & Passyunk,"{-75.16515,39.92814}",18,10,8,6,0,2,8,10,FullService,Active,Active,1,1724 S. 12th St,Philadelphia,PA,19122,"{""{ \""dockNumber\"": 1, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 2, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 3, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 6, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 8, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 9, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 10, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 13, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.80000000000000004 }""}",,,,false,false,3164,,,,,0,39.92814,-75.16515,
POINT(-75.1782 39.95819),3165,24th & Race SRT,"{-75.1782,39.95819}",22,12,8,6,0,2,8,12,FullService,Active,Active,1,2317 Race St,Philadelphia,PA,19103,"{""{ \""dockNumber\"": 1, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 2, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 5, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }"",""{ \""dockNumber\"": 8, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 11, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 13, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 15, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }"",""{ \""dockNumber\"": 18, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 19, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 21, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.80000000000000004 }""}",,,,false,false,3165,,,,,0,39.95819,-75.1782,
POINT(-75.13445 39.97235),3166,Frankford & Belgrade,"{-75.13445,39.97235}",22,5,16,16,0,0,16,5,FullService,Active,Active,1,1424 Frankford Ave,Philadelphia,PA,19122,"{""{ \""dockNumber\"": 1, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 2, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 3, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 4, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }"",""{ \""dockNumber\"": 5, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 8, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 9, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 11, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 12, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 13, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 14, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 15, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 16, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 19, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 20, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 21, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 22, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }""}",,,,false,false,3166,,,,,0,39.97235,-75.13445,
POINT(-75.16028 39.95025),3167,12th & Chestnut,"{-75.16028,39.95025}",18,15,2,2,0,0,2,15,FullService,Active,Active,1,118 S. 12th St.,Philadelphia,PA,19122,"{""{ \""dockNumber\"": 7, \""isElectric\"": true, \""isAvailable\"": false, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 16, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 18, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }""}",,,,false,false,3167,,,,,0,39.95025,-75.16028,
POINT(-75.17394 39.95134),3168,20th & Sansom,"{-75.17394,39.95134}",23,18,3,2,0,0,3,19,FullService,Active,Active,1,129 S. 20th St.,Philadelphia,PA,19122,"{""{ \""dockNumber\"": 1, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }"",""{ \""dockNumber\"": 2, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 3, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }"",""{ \""dockNumber\"": 7, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 21, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.25 }""}",,,,false,false,3168,,,,,0,39.95134,-75.17394,
POINT(-75.14263 39.95382),3169,2nd & Race,"{-75.14263,39.95382}",17,13,3,2,0,1,3,14,FullService,Active,Active,1,151 Race St,Philadelphia,PA,19106,"{""{ \""dockNumber\"": 1, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }"",""{ \""dockNumber\"": 2, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 3, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 4, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }""}",,,,false,false,3169,,,,,0,39.95382,-75.14263,
POINT(-75.18134 39.94426),3170,Grays Ferry & Pemberton,"{-75.18134,39.94426}",16,6,8,8,0,0,8,7,FullService,Active,Active,1,2332 Grays Ferry Ave,Philadelphia,PA,19146,"{""{ \""dockNumber\"": 1, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 3, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 7, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 8, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 9, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }"",""{ \""dockNumber\"": 10, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 11, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 12, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 14, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }"",""{ \""dockNumber\"": 15, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }""}",,,,false,false,3170,,,,,0,39.94426,-75.18134,
POINT(-75.16582 39.96437),3204,17th & Green,"{-75.16582,39.96437}",22,17,4,4,0,0,4,18,FullService,Active,Active,1,1698 Green St,Philadelphia,PA,19130,"{""{ \""dockNumber\"": 1, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 6, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 14, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }"",""{ \""dockNumber\"": 18, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 21, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }""}",,,,false,false,3204,,,,,0,39.96437,-75.16582,
POINT(-75.17514 39.89629),3181,Crescent Park,"{-75.17514,39.89629}",20,1,16,16,0,0,16,3,FullService,Active,Active,1,"Crescent Park, Crescent Drive",Philadelphia,PA,19112,"{""{ \""dockNumber\"": 1, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }"",""{ \""dockNumber\"": 3, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 4, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 5, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 6, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 7, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }"",""{ \""dockNumber\"": 8, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 9, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 10, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 11, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 12, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 13, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 14, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 15, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 16, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }"",""{ \""dockNumber\"": 17, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 18, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 19, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 20, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }""}",,,,false,false,3181,,,,,0,39.89629,-75.17514,
