geom,id,name,coordinates,totaldocks,docksavailable,bikesavailable,classicbikesavailable,smartbikesavailable,electricbikesavailable,rewardbikesavailable,rewarddocksavailable,kioskstatus,kioskpublicstatus,kioskconnectionstatus,kiosktype,addressstreet,addresscity,addressstate,addresszipcode,bikes,closetime,eventend,eventstart,iseventbased,isvirtual,kioskid,notes,opentime,publictext,timezone,trikesavailable,latitude,longitude,newcolname
POINT(-75.17987 39.96439),3057,Philadelphia Museum of Art,"{-75.17987,39.96439}",26,15,11,11,0,0,11,15,FullService,Active,Active,1,Schuylkill River Trail,Philadelphia,PA,19130,"{""{ \""dockNumber\"": 2, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 4, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 6, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 8, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 9, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 10, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 12, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 17, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 19, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 21, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 23, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }""}",,,,false,false,3057,,,,,0,39.96439,-75.17987,
POINT(-75.17001 39.96716),3058,20th & Fairmount,"{-75.17001,39.96716}",19,8,11,8,0,3,11,8,FullService,Active,Active,1,1940 Fairmount Ave.,Philadelphia,PA,19130,"{""{ \""dockNumber\"": 1, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 3, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 4, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 7, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 9, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 10, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 12, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 15, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 17, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 18, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 19, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }""}",,,,false,false,3058,,,,,0,39.96716,-75.17001,
POINT(-75.16121 39.96244),3059,"Spring Garden Station, BSL","{-75.16121,39.96244}",21,16,5,2,0,3,5,16,FullService,Active,Active,1,1415 Spring Garden St.,Philadelphia,PA,19123,"{""{ \""dockNumber\"": 10, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 12, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 14, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 16, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 20, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }""}",,,,false,false,3059,,,,,0,39.96244,-75.16121,
POINT(-75.16711 39.93549),3068,Broad & Federal,"{-75.16711,39.93549}",18,13,5,4,0,1,5,13,FullService,Active,Active,1,1201 S. Broad St.,Philadelphia,PA,19146,"{""{ \""dockNumber\"": 2, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 3, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 4, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 8, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 18, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }""}",,,,false,false,3068,,,,,0,39.93549,-75.16711,
POINT(-75.17036 39.95923),3060,Free Library of Philadelphia - Central Library,"{-75.17036,39.95923}",19,11,6,6,0,0,8,11,FullService,Active,Active,1,302 N. 19th St.,Philadelphia,PA,19103,"{""{ \""dockNumber\"": 2, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }"",""{ \""dockNumber\"": 6, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 7, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }"",""{ \""dockNumber\"": 8, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 10, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 12, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 15, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 17, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }""}",,,,false,false,3060,,,,,0,39.95923,-75.17036,
POINT(-75.1418 39.96984),3088,3rd & Girard,"{-75.1418,39.96984}",35,10,22,18,0,4,22,12,FullService,Active,Active,1,317 W. Girard Ave. ,Philadelphia,PA,19125,"{""{ \""dockNumber\"": 2, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 3, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 4, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 6, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 7, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }"",""{ \""dockNumber\"": 8, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 9, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 10, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 11, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }"",""{ \""dockNumber\"": 12, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 14, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 16, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 18, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 20, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 22, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 24, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }"",""{ \""dockNumber\"": 25, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 27, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 29, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 30, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 31, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 32, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 33, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 34, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 35, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }""}",,,,false,false,3088,,,,,0,39.96984,-75.1418,
POINT(-75.17761 39.95425),3061,23rd & Market,"{-75.17761,39.95425}",25,11,14,13,0,1,14,11,FullService,Active,Active,1,2241 Market St.,Philadelphia,PA,19103,"{""{ \""dockNumber\"": 1, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 2, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 6, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 7, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 9, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 12, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 15, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 17, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 18, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 20, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 21, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 22, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 24, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 25, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }""}",,,,false,false,3061,,,,,0,39.95425,-75.17761,
POINT(-75.17943 39.95197),3062,24th & Sansom,"{-75.17943,39.95197}",15,10,5,4,0,1,5,10,FullService,Active,Active,1,120 S. 24th St.,Philadelphia,PA,19103,"{""{ \""dockNumber\"": 8, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 11, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 12, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 13, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 15, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }""}",,,,false,false,3062,,,,,0,39.95197,-75.17943,
POINT(-75.1698 39.94633),3063,17th & Pine,"{-75.1698,39.94633}",25,21,3,3,0,0,3,21,FullService,Active,Active,1,391  S. 17th St.,Philadelphia,PA,19103,"{""{ \""dockNumber\"": 9, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 14, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }"",""{ \""dockNumber\"": 21, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 25, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }""}",,,,false,false,3063,,,,,0,39.94633,-75.1698,
POINT(-75.17327 39.9384),3064,"18th & Washington, Chew Playground","{-75.17327,39.9384}",22,13,9,9,0,0,9,13,FullService,Active,Active,1,1800 Washington Ave.,Philadelphia,PA,19146,"{""{ \""dockNumber\"": 3, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 5, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 6, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 7, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 9, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 11, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 13, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 15, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 20, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }""}",,,,false,false,3064,,,,,0,39.9384,-75.17327,
POINT(-75.15171 39.9707),3065,Girard & Hutchinson,"{-75.15171,39.9707}",15,10,5,3,0,2,5,10,FullService,Active,Active,1,915 W. Girard Ave.,Philadelphia,PA,19123,"{""{ \""dockNumber\"": 3, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 4, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 5, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 6, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 14, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }""}",,,,false,false,3065,,,,,0,39.9707,-75.15171,
POINT(-75.17348 39.94561),3066,19th & Lombard,"{-75.17348,39.94561}",29,26,2,2,0,0,2,26,FullService,Active,Active,1,1910 Lombard St.,Philadelphia,PA,19146,"{""{ \""dockNumber\"": 4, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 25, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 29, \""isElectric\"": true, \""isAvailable\"": false, \""battery\"": 0.80000000000000004 }""}",,,,false,false,3066,,,,,0,39.94561,-75.17348,
POINT(-75.19973 39.96411),3067,"39th & Mt. Vernon, Mantua Haverford Community Center","{-75.19973,39.96411}",17,12,5,5,0,0,5,12,FullService,Active,Active,1,631 N. 39th St.,Philadelphia,PA,19104,"{""{ \""dockNumber\"": 1, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 2, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 3, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 7, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 15, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }""}",,,,false,false,3067,,,,,0,39.96411,-75.19973,
POINT(-75.15038 39.93704),3069,4th & Christian,"{-75.15038,39.93704}",23,19,3,3,0,0,3,19,FullService,Active,Active,1,403 Christian St.,Philadelphia,PA,19147,"{""{ \""dockNumber\"": 3, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 4, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 12, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 23, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }""}",,,,false,false,3069,,,,,0,39.93704,-75.15038,
POINT(-75.13983 39.96062),3070,"Spring Garden Station, MFL","{-75.13983,39.96062}",19,15,3,2,0,1,3,15,FullService,Active,Active,1,117 Spring Garden St.,Philadelphia,PA,19123,"{""{ \""dockNumber\"": 2, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 11, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 16, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 18, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }""}",,,,false,false,3070,,,,,0,39.96062,-75.13983,
POINT(-75.18788 39.96173),3071,"32nd & Baring, Drexel Park","{-75.18788,39.96173}",13,3,9,7,0,2,9,4,FullService,Active,Active,1,3170 Baring St.,Philadelphia,PA,19104,"{""{ \""dockNumber\"": 1, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 2, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 3, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 4, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 5, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 6, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }"",""{ \""dockNumber\"": 7, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 8, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 9, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 13, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }""}",,,,false,false,3071,,,,,0,39.96173,-75.18788,
POINT(-75.15242 39.96143),3073,9th & Spring Garden,"{-75.15242,39.96143}",15,3,12,11,0,1,12,3,FullService,Active,Active,1,802 Spring Garden St.,Philadelphia,PA,19123,"{""{ \""dockNumber\"": 1, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 3, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 4, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 5, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 8, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 9, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 10, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 11, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 12, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 13, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 14, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 15, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }""}",,,,false,false,3073,,,,,0,39.96143,-75.15242,
POINT(-75.20987 39.95511),3074,44th & Walnut,"{-75.20987,39.95511}",15,3,6,6,0,0,7,7,FullService,Active,Active,1,160 S. 44th St.,Philadelphia,PA,19104,"{""{ \""dockNumber\"": 1, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }"",""{ \""dockNumber\"": 2, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 3, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }"",""{ \""dockNumber\"": 6, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 7, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }"",""{ \""dockNumber\"": 8, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 9, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 10, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }"",""{ \""dockNumber\"": 11, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 12, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }"",""{ \""dockNumber\"": 13, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }"",""{ \""dockNumber\"": 14, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }""}",,,,false,false,3074,,,,,0,39.95511,-75.20987,
POINT(-75.16125 39.96718),3075,Fairmount & Ridge,"{-75.16125,39.96718}",12,3,9,7,0,2,9,3,FullService,Active,Active,1,1413 Fairmount Ave.,Philadelphia,PA,19130,"{""{ \""dockNumber\"": 3, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 4, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 5, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 6, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 7, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 8, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 9, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 10, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 12, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }""}",,,,false,false,3075,,,,,0,39.96718,-75.16125,
POINT(-75.16351 39.97207),3077,17th & Girard,"{-75.16351,39.97207}",19,13,6,5,0,1,6,13,FullService,Active,Active,1,1617 Girard Ave.,Philadelphia,PA,19130,"{""{ \""dockNumber\"": 3, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 6, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 14, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 16, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 17, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 18, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.80000000000000004 }""}",,,,false,false,3077,,,,,0,39.97207,-75.16351,
POINT(-75.17192 39.95355),3078,19th & Market,"{-75.17192,39.95355}",18,7,8,8,0,0,8,7,FullService,Active,Active,1,1901 Market St.,Philadelphia,PA,19103,"{""{ \""dockNumber\"": 1, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 2, \""isElectric\"": true, \""isAvailable\"": false, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 3, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }"",""{ \""dockNumber\"": 4, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 6, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 7, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }"",""{ \""dockNumber\"": 8, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 10, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 11, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 16, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 18, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }""}",,,,false,false,3078,,,,,0,39.95355,-75.17192,
POINT(-75.16691 39.94019),3086,Broad & Christian,"{-75.16691,39.94019}",21,13,7,7,0,0,7,13,FullService,Active,Active,1,1406 Christian Street,Philadelphia,PA,19146,"{""{ \""dockNumber\"": 1, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 8, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 9, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 12, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 14, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 16, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }"",""{ \""dockNumber\"": 18, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 20, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }""}",,,,false,false,3086,,,,,0,39.94019,-75.16691,
POINT(-75.18701 39.98837),3093,33rd & Diamond,"{-75.18701,39.98837}",16,10,6,3,0,1,6,10,FullService,Active,Active,1,2039 N. 33rd Street,Philadelphia,PA,19121,"{""{ \""dockNumber\"": 1, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 2, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.25 }"",""{ \""dockNumber\"": 4, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.25 }"",""{ \""dockNumber\"": 7, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 8, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 9, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }""}",,,,false,false,3093,,,,,0,39.98837,-75.18701,
POINT(-75.17975 39.99119),3096,29th & Dauphin,"{-75.17975,39.99119}",14,8,4,3,0,1,4,8,FullService,Active,Active,1,2301 N. 29th Street,Philadelphia,PA,19132,"{""{ \""dockNumber\"": 2, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 4, \""isElectric\"": true, \""isAvailable\"": false, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 5, \""isElectric\"": false, \""isAvailable\"": false, \""battery\"": null }"",""{ \""dockNumber\"": 7, \""isElectric\"": true, \""isAvailable\"": true, \""battery\"": 0.80000000000000004 }"",""{ \""dockNumber\"": 12, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }"",""{ \""dockNumber\"": 14, \""isElectric\"": false, \""isAvailable\"": true, \""battery\"": null }""}",,,,false,false,3096,,,,,0,39.99119,-75.17975,
